rank,position,hand,player,years,years_active,total_goals,status,yr_start,season,age,team,league,season_games,goals,assists,points,plus_minus,penalty_min,goals_even,goals_power_play,goals_short_handed,goals_game_winner,headshot
33,Leftwing,Left,Keith Tkachuk,1991-10,21,538,Retired,1991,2000-01,28,TOT,NHL,76,35,44,79,3.0,122,18.0,17.0,0.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tkachke01.jpg
33,Leftwing,Left,Keith Tkachuk,1991-10,21,538,Retired,1991,2000-01,28,PHX,NHL,64,29,42,71,6.0,108,14.0,15.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tkachke01.jpg
33,Leftwing,Left,Keith Tkachuk,1991-10,21,538,Retired,1991,2000-01,28,STL,NHL,12,6,2,8,-3.0,14,4.0,2.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tkachke01.jpg
33,Leftwing,Left,Keith Tkachuk,1991-10,21,538,Retired,1991,2001-02,29,STL,NHL,73,38,37,75,21.0,117,25.0,13.0,0.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tkachke01.jpg
33,Leftwing,Left,Keith Tkachuk,1991-10,21,538,Retired,1991,2002-03,30,STL,NHL,56,31,24,55,1.0,139,17.0,14.0,0.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tkachke01.jpg
33,Leftwing,Left,Keith Tkachuk,1991-10,21,538,Retired,1991,2003-04,31,STL,NHL,75,33,38,71,8.0,83,15.0,18.0,0.0,8.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tkachke01.jpg
33,Leftwing,Left,Keith Tkachuk,1991-10,21,538,Retired,1991,2005-06,33,STL,NHL,41,15,21,36,-15.0,46,5.0,10.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tkachke01.jpg
33,Leftwing,Left,Keith Tkachuk,1991-10,21,538,Retired,1991,2006-07,34,TOT,NHL,79,27,31,58,11.0,126,17.0,10.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tkachke01.jpg
33,Leftwing,Left,Keith Tkachuk,1991-10,21,538,Retired,1991,2006-07,34,STL,NHL,61,20,23,43,3.0,92,12.0,8.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tkachke01.jpg
33,Leftwing,Left,Keith Tkachuk,1991-10,21,538,Retired,1991,2006-07,34,ATL,NHL,18,7,8,15,8.0,34,5.0,2.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tkachke01.jpg
33,Leftwing,Left,Keith Tkachuk,1991-10,21,538,Retired,1991,2007-08,35,STL,NHL,79,27,31,58,-2.0,69,14.0,12.0,1.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tkachke01.jpg
33,Leftwing,Left,Keith Tkachuk,1991-10,21,538,Retired,1991,2008-09,36,STL,NHL,79,25,24,49,-11.0,61,11.0,14.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tkachke01.jpg
33,Leftwing,Left,Keith Tkachuk,1991-10,21,538,Retired,1991,2009-10,37,STL,NHL,67,13,19,32,-2.0,56,8.0,5.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/tkachke01.jpg
34,Leftwing,Left,Frank Mahovlich,1956-74,20,533,Retired,1956,1959-60,22,TOR,NHL,70,18,21,39,-2.0,61,15.0,3.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mahovfr01.jpg
34,Leftwing,Left,Frank Mahovlich,1956-74,20,533,Retired,1956,1960-61,23,TOR,NHL,70,48,36,84,23.0,131,41.0,7.0,0.0,10.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mahovfr01.jpg
34,Leftwing,Left,Frank Mahovlich,1956-74,20,533,Retired,1956,1961-62,24,TOR,NHL,70,33,38,71,31.0,87,32.0,1.0,0.0,9.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mahovfr01.jpg
34,Leftwing,Left,Frank Mahovlich,1956-74,20,533,Retired,1956,1962-63,25,TOR,NHL,67,36,37,73,22.0,56,27.0,9.0,0.0,8.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mahovfr01.jpg
34,Leftwing,Left,Frank Mahovlich,1956-74,20,533,Retired,1956,1963-64,26,TOR,NHL,70,26,29,55,8.0,66,20.0,6.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mahovfr01.jpg
34,Leftwing,Left,Frank Mahovlich,1956-74,20,533,Retired,1956,1964-65,27,TOR,NHL,59,23,28,51,9.0,76,16.0,7.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mahovfr01.jpg
34,Leftwing,Left,Frank Mahovlich,1956-74,20,533,Retired,1956,1965-66,28,TOR,NHL,68,32,24,56,3.0,68,22.0,10.0,0.0,6.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mahovfr01.jpg
34,Leftwing,Left,Frank Mahovlich,1956-74,20,533,Retired,1956,1966-67,29,TOR,NHL,63,18,28,46,0.0,42,14.0,4.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mahovfr01.jpg
34,Leftwing,Left,Frank Mahovlich,1956-74,20,533,Retired,1956,1967-68,30,TOT,NHL,63,26,26,52,5.0,32,24.0,2.0,0.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mahovfr01.jpg
34,Leftwing,Left,Frank Mahovlich,1956-74,20,533,Retired,1956,1967-68,30,TOR,NHL,50,19,17,36,2.0,30,17.0,2.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mahovfr01.jpg
34,Leftwing,Left,Frank Mahovlich,1956-74,20,533,Retired,1956,1967-68,30,DET,NHL,13,7,9,16,3.0,2,7.0,0.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mahovfr01.jpg
34,Leftwing,Left,Frank Mahovlich,1956-74,20,533,Retired,1956,1968-69,31,DET,NHL,76,49,29,78,44.0,38,42.0,7.0,0.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mahovfr01.jpg
34,Leftwing,Left,Frank Mahovlich,1956-74,20,533,Retired,1956,1969-70,32,DET,NHL,74,38,32,70,14.0,59,23.0,14.0,1.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mahovfr01.jpg
34,Leftwing,Left,Frank Mahovlich,1956-74,20,533,Retired,1956,1970-71,33,TOT,NHL,73,31,42,73,9.0,41,16.0,13.0,2.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mahovfr01.jpg
34,Leftwing,Left,Frank Mahovlich,1956-74,20,533,Retired,1956,1970-71,33,DET,NHL,35,14,18,32,4.0,30,7.0,6.0,1.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mahovfr01.jpg
34,Leftwing,Left,Frank Mahovlich,1956-74,20,533,Retired,1956,1970-71,33,MTL,NHL,38,17,24,41,5.0,11,12.0,4.0,1.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mahovfr01.jpg
34,Leftwing,Left,Frank Mahovlich,1956-74,20,533,Retired,1956,1971-72,34,MTL,NHL,76,43,53,96,42.0,36,25.0,14.0,4.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mahovfr01.jpg
34,Leftwing,Left,Frank Mahovlich,1956-74,20,533,Retired,1956,1972-73,35,MTL,NHL,78,38,55,93,42.0,51,28.0,8.0,2.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mahovfr01.jpg
34,Leftwing,Left,Frank Mahovlich,1956-74,20,533,Retired,1956,1973-74,36,MTL,NHL,71,31,49,80,16.0,47,21.0,8.0,2.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mahovfr01.jpg
34,Leftwing,Left,Frank Mahovlich,1956-74,20,533,Retired,1956,1975-76,38,TRT,WHA,75,34,55,89,-16.0,14,27.0,6.0,1.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mahovfr01.jpg
35,Rightwing,Left,Marian Hossa,1997-17,22,525,Retired,1997,1997-98,19,OTT,NHL,7,0,1,1,-1.0,0,0.0,0.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hossama01-2017.jpg
35,Rightwing,Left,Marian Hossa,1997-17,22,525,Retired,1997,1998-99,20,OTT,NHL,60,15,15,30,18.0,37,14.0,1.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hossama01-2017.jpg
35,Rightwing,Left,Marian Hossa,1997-17,22,525,Retired,1997,1999-00,21,OTT,NHL,78,29,27,56,5.0,32,24.0,5.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hossama01-2017.jpg
35,Rightwing,Left,Marian Hossa,1997-17,22,525,Retired,1997,2000-01,22,OTT,NHL,81,32,43,75,19.0,44,19.0,11.0,2.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hossama01-2017.jpg
35,Rightwing,Left,Marian Hossa,1997-17,22,525,Retired,1997,2001-02,23,OTT,NHL,80,31,35,66,11.0,50,21.0,9.0,1.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hossama01-2017.jpg
35,Rightwing,Left,Marian Hossa,1997-17,22,525,Retired,1997,2002-03,24,OTT,NHL,80,45,35,80,8.0,34,31.0,14.0,0.0,10.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hossama01-2017.jpg
35,Rightwing,Left,Marian Hossa,1997-17,22,525,Retired,1997,2003-04,25,OTT,NHL,81,36,46,82,4.0,46,21.0,14.0,1.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hossama01-2017.jpg
35,Rightwing,Left,Marian Hossa,1997-17,22,525,Retired,1997,2005-06,27,ATL,NHL,80,39,53,92,17.0,67,18.0,14.0,7.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hossama01-2017.jpg
35,Rightwing,Left,Marian Hossa,1997-17,22,525,Retired,1997,2006-07,28,ATL,NHL,82,43,57,100,18.0,49,23.0,17.0,3.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hossama01-2017.jpg
35,Rightwing,Left,Marian Hossa,1997-17,22,525,Retired,1997,2007-08,29,TOT,NHL,72,29,37,66,-14.0,36,19.0,8.0,2.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hossama01-2017.jpg
35,Rightwing,Left,Marian Hossa,1997-17,22,525,Retired,1997,2007-08,29,ATL,NHL,60,26,30,56,-14.0,30,16.0,8.0,2.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hossama01-2017.jpg
35,Rightwing,Left,Marian Hossa,1997-17,22,525,Retired,1997,2007-08,29,PIT,NHL,12,3,7,10,0.0,6,3.0,0.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hossama01-2017.jpg
35,Rightwing,Left,Marian Hossa,1997-17,22,525,Retired,1997,2008-09,30,DET,NHL,74,40,31,71,27.0,63,30.0,10.0,0.0,8.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hossama01-2017.jpg
35,Rightwing,Left,Marian Hossa,1997-17,22,525,Retired,1997,2009-10,31,CHI,NHL,57,24,27,51,24.0,18,17.0,2.0,5.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hossama01-2017.jpg
35,Rightwing,Left,Marian Hossa,1997-17,22,525,Retired,1997,2010-11,32,CHI,NHL,65,25,32,57,9.0,32,15.0,8.0,2.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hossama01-2017.jpg
35,Rightwing,Left,Marian Hossa,1997-17,22,525,Retired,1997,2011-12,33,CHI,NHL,81,29,48,77,18.0,20,18.0,9.0,2.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hossama01-2017.jpg
35,Rightwing,Left,Marian Hossa,1997-17,22,525,Retired,1997,2012-13,34,CHI,NHL,40,17,14,31,20.0,16,12.0,4.0,1.0,6.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hossama01-2017.jpg
35,Rightwing,Left,Marian Hossa,1997-17,22,525,Retired,1997,2013-14,35,CHI,NHL,72,30,30,60,28.0,20,23.0,4.0,3.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hossama01-2017.jpg
35,Rightwing,Left,Marian Hossa,1997-17,22,525,Retired,1997,2014-15,36,CHI,NHL,82,22,39,61,17.0,32,15.0,6.0,1.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hossama01-2017.jpg
35,Rightwing,Left,Marian Hossa,1997-17,22,525,Retired,1997,2015-16,37,CHI,NHL,64,13,20,33,10.0,24,8.0,2.0,3.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hossama01-2017.jpg
35,Rightwing,Left,Marian Hossa,1997-17,22,525,Retired,1997,2016-17,38,CHI,NHL,73,26,19,45,7.0,8,20.0,5.0,1.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hossama01-2017.jpg
36,Centre,Left,Bryan Trottier,1975-94,21,524,Retired,1975,1975-76,19,NYI,NHL,80,32,63,95,27.0,21,20.0,11.0,1.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/trottbr01.jpg
36,Centre,Left,Bryan Trottier,1975-94,21,524,Retired,1975,1976-77,20,NYI,NHL,76,30,42,72,28.0,34,18.0,11.0,1.0,6.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/trottbr01.jpg
36,Centre,Left,Bryan Trottier,1975-94,21,524,Retired,1975,1977-78,21,NYI,NHL,77,46,77,123,52.0,46,31.0,13.0,2.0,6.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/trottbr01.jpg
36,Centre,Left,Bryan Trottier,1975-94,21,524,Retired,1975,1978-79,22,NYI,NHL,76,47,87,134,76.0,50,32.0,15.0,0.0,8.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/trottbr01.jpg
36,Centre,Left,Bryan Trottier,1975-94,21,524,Retired,1975,1979-80,23,NYI,NHL,78,42,62,104,31.0,68,27.0,15.0,0.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/trottbr01.jpg
36,Centre,Left,Bryan Trottier,1975-94,21,524,Retired,1975,1980-81,24,NYI,NHL,73,31,72,103,50.0,74,20.0,9.0,2.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/trottbr01.jpg
36,Centre,Left,Bryan Trottier,1975-94,21,524,Retired,1975,1981-82,25,NYI,NHL,80,50,79,129,70.0,88,30.0,18.0,2.0,10.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/trottbr01.jpg
36,Centre,Left,Bryan Trottier,1975-94,21,524,Retired,1975,1982-83,26,NYI,NHL,80,34,55,89,36.0,68,21.0,13.0,0.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/trottbr01.jpg
36,Centre,Left,Bryan Trottier,1975-94,21,524,Retired,1975,1983-84,27,NYI,NHL,68,40,71,111,68.0,59,30.0,7.0,3.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/trottbr01.jpg
36,Centre,Left,Bryan Trottier,1975-94,21,524,Retired,1975,1984-85,28,NYI,NHL,68,28,31,59,3.0,47,19.0,4.0,5.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/trottbr01.jpg
36,Centre,Left,Bryan Trottier,1975-94,21,524,Retired,1975,1985-86,29,NYI,NHL,78,37,59,96,30.0,72,31.0,5.0,1.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/trottbr01.jpg
36,Centre,Left,Bryan Trottier,1975-94,21,524,Retired,1975,1986-87,30,NYI,NHL,80,23,64,87,4.0,50,10.0,13.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/trottbr01.jpg
36,Centre,Left,Bryan Trottier,1975-94,21,524,Retired,1975,1987-88,31,NYI,NHL,77,30,52,82,10.0,48,15.0,15.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/trottbr01.jpg
36,Centre,Left,Bryan Trottier,1975-94,21,524,Retired,1975,1988-89,32,NYI,NHL,73,17,28,45,-7.0,44,12.0,5.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/trottbr01.jpg
36,Centre,Left,Bryan Trottier,1975-94,21,524,Retired,1975,1989-90,33,NYI,NHL,59,13,11,24,-11.0,29,9.0,4.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/trottbr01.jpg
36,Centre,Left,Bryan Trottier,1975-94,21,524,Retired,1975,1990-91,34,PIT,NHL,52,9,19,28,5.0,24,8.0,0.0,1.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/trottbr01.jpg
36,Centre,Left,Bryan Trottier,1975-94,21,524,Retired,1975,1991-92,35,PIT,NHL,63,11,18,29,-11.0,54,7.0,3.0,1.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/trottbr01.jpg
36,Centre,Left,Bryan Trottier,1975-94,21,524,Retired,1975,1993-94,37,PIT,NHL,41,4,11,15,-12.0,36,4.0,0.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/trottbr01.jpg
38,Centre,Left,Dale Hawerchuk,1981-97,18,518,Retired,1981,1981-82,18,WIN,NHL,80,45,58,103,-7.0,47,33.0,12.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hawerda01.jpg
38,Centre,Left,Dale Hawerchuk,1981-97,18,518,Retired,1981,1982-83,19,WIN,NHL,79,40,51,91,-17.0,31,27.0,13.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hawerda01.jpg
38,Centre,Left,Dale Hawerchuk,1981-97,18,518,Retired,1981,1983-84,20,WIN,NHL,80,37,65,102,-14.0,73,27.0,10.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hawerda01.jpg
38,Centre,Left,Dale Hawerchuk,1981-97,18,518,Retired,1981,1984-85,21,WIN,NHL,80,53,77,130,20.0,74,33.0,17.0,3.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hawerda01.jpg
38,Centre,Left,Dale Hawerchuk,1981-97,18,518,Retired,1981,1985-86,22,WIN,NHL,80,46,59,105,-27.0,44,26.0,18.0,2.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hawerda01.jpg
38,Centre,Left,Dale Hawerchuk,1981-97,18,518,Retired,1981,1986-87,23,WIN,NHL,80,47,53,100,2.0,52,37.0,10.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hawerda01.jpg
38,Centre,Left,Dale Hawerchuk,1981-97,18,518,Retired,1981,1987-88,24,WIN,NHL,80,44,77,121,-9.0,59,21.0,20.0,3.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hawerda01.jpg
38,Centre,Left,Dale Hawerchuk,1981-97,18,518,Retired,1981,1988-89,25,WIN,NHL,75,41,55,96,-30.0,28,24.0,14.0,3.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hawerda01.jpg
38,Centre,Left,Dale Hawerchuk,1981-97,18,518,Retired,1981,1989-90,26,WIN,NHL,79,26,55,81,-11.0,70,18.0,8.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hawerda01.jpg
38,Centre,Left,Dale Hawerchuk,1981-97,18,518,Retired,1981,1990-91,27,BUF,NHL,80,31,58,89,2.0,32,19.0,12.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hawerda01.jpg
38,Centre,Left,Dale Hawerchuk,1981-97,18,518,Retired,1981,1991-92,28,BUF,NHL,77,23,75,98,-22.0,27,10.0,13.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hawerda01.jpg
38,Centre,Left,Dale Hawerchuk,1981-97,18,518,Retired,1981,1992-93,29,BUF,NHL,81,16,80,96,-17.0,52,8.0,8.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hawerda01.jpg
38,Centre,Left,Dale Hawerchuk,1981-97,18,518,Retired,1981,1993-94,30,BUF,NHL,81,35,51,86,10.0,91,21.0,13.0,1.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hawerda01.jpg
38,Centre,Left,Dale Hawerchuk,1981-97,18,518,Retired,1981,1994-95,31,BUF,NHL,23,5,11,16,-2.0,2,3.0,2.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hawerda01.jpg
38,Centre,Left,Dale Hawerchuk,1981-97,18,518,Retired,1981,1995-96,32,TOT,NHL,82,17,44,61,15.0,26,11.0,6.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hawerda01.jpg
38,Centre,Left,Dale Hawerchuk,1981-97,18,518,Retired,1981,1995-96,32,STL,NHL,66,13,28,41,5.0,22,8.0,5.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hawerda01.jpg
38,Centre,Left,Dale Hawerchuk,1981-97,18,518,Retired,1981,1995-96,32,PHI,NHL,16,4,16,20,10.0,4,3.0,1.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hawerda01.jpg
38,Centre,Left,Dale Hawerchuk,1981-97,18,518,Retired,1981,1996-97,33,PHI,NHL,51,12,22,34,9.0,32,6.0,6.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hawerda01.jpg
40,Centre,Right,Jeremy Roenick,1988-09,23,513,Retired,1988,1988-89,19,CHI,NHL,20,9,9,18,4.0,4,7.0,2.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
40,Centre,Right,Jeremy Roenick,1988-09,23,513,Retired,1988,1989-90,20,CHI,NHL,78,26,40,66,2.0,54,20.0,6.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
40,Centre,Right,Jeremy Roenick,1988-09,23,513,Retired,1988,1990-91,21,CHI,NHL,79,41,53,94,38.0,80,22.0,15.0,4.0,10.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
40,Centre,Right,Jeremy Roenick,1988-09,23,513,Retired,1988,1991-92,22,CHI,NHL,80,53,50,103,23.0,98,28.0,22.0,3.0,13.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
40,Centre,Right,Jeremy Roenick,1988-09,23,513,Retired,1988,1992-93,23,CHI,NHL,84,50,57,107,15.0,86,25.0,22.0,3.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
40,Centre,Right,Jeremy Roenick,1988-09,23,513,Retired,1988,1993-94,24,CHI,NHL,84,46,61,107,21.0,125,17.0,24.0,5.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
40,Centre,Right,Jeremy Roenick,1988-09,23,513,Retired,1988,1994-95,25,CHI,NHL,33,10,24,34,5.0,14,5.0,5.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
40,Centre,Right,Jeremy Roenick,1988-09,23,513,Retired,1988,1995-96,26,CHI,NHL,66,32,35,67,9.0,109,16.0,12.0,4.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
40,Centre,Right,Jeremy Roenick,1988-09,23,513,Retired,1988,1996-97,27,PHX,NHL,72,29,40,69,-7.0,115,16.0,10.0,3.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
40,Centre,Right,Jeremy Roenick,1988-09,23,513,Retired,1988,1997-98,28,PHX,NHL,79,24,32,56,5.0,103,17.0,6.0,1.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
40,Centre,Right,Jeremy Roenick,1988-09,23,513,Retired,1988,1998-99,29,PHX,NHL,78,24,48,72,7.0,130,20.0,4.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
40,Centre,Right,Jeremy Roenick,1988-09,23,513,Retired,1988,1999-00,30,PHX,NHL,75,34,44,78,11.0,102,25.0,6.0,3.0,12.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
40,Centre,Right,Jeremy Roenick,1988-09,23,513,Retired,1988,2000-01,31,PHX,NHL,80,30,46,76,-1.0,114,17.0,13.0,0.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
40,Centre,Right,Jeremy Roenick,1988-09,23,513,Retired,1988,2001-02,32,PHI,NHL,75,21,46,67,32.0,74,16.0,5.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
40,Centre,Right,Jeremy Roenick,1988-09,23,513,Retired,1988,2002-03,33,PHI,NHL,79,27,32,59,20.0,75,18.0,8.0,1.0,6.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
40,Centre,Right,Jeremy Roenick,1988-09,23,513,Retired,1988,2003-04,34,PHI,NHL,62,19,28,47,1.0,62,8.0,10.0,1.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
40,Centre,Right,Jeremy Roenick,1988-09,23,513,Retired,1988,2005-06,36,LAK,NHL,58,9,13,22,-5.0,36,7.0,2.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
40,Centre,Right,Jeremy Roenick,1988-09,23,513,Retired,1988,2006-07,37,PHX,NHL,70,11,17,28,-18.0,32,7.0,4.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
40,Centre,Right,Jeremy Roenick,1988-09,23,513,Retired,1988,2007-08,38,SJS,NHL,69,14,19,33,-8.0,26,7.0,7.0,0.0,10.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
40,Centre,Right,Jeremy Roenick,1988-09,23,513,Retired,1988,2008-09,39,SJS,NHL,42,4,9,13,-1.0,24,3.0,1.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
