rank,position,hand,player,years,years_active,total_goals,status,yr_start,season,age,team,league,season_games,goals,assists,points,plus_minus,penalty_min,goals_even,goals_power_play,goals_short_handed,goals_game_winner,headshot
115,Centre,Right,Jeff Carter,2005-20,17,382,Active,2005,2016-17,32,LAK,NHL,82,32,34,66,2.0,41,21.0,10.0,1.0,9.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/carteje01-2020.jpg
115,Centre,Right,Jeff Carter,2005-20,17,382,Active,2005,2017-18,33,LAK,NHL,27,13,9,22,4.0,2,6.0,6.0,1.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/carteje01-2020.jpg
115,Centre,Right,Jeff Carter,2005-20,17,382,Active,2005,2018-19,34,LAK,NHL,76,13,20,33,-20.0,42,7.0,5.0,1.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/carteje01-2020.jpg
115,Centre,Right,Jeff Carter,2005-20,17,382,Active,2005,2019-20,35,LAK,NHL,60,17,10,27,-21.0,36,14.0,3.0,0.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/carteje01-2020.jpg
116,Leftwing,Left,Zach Parise,2005-20,17,382,Active,2005,2005-06,21,NJD,NHL,81,14,18,32,-1.0,28,12.0,2.0,0.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/parisza01-2020.jpg
116,Leftwing,Left,Zach Parise,2005-20,17,382,Active,2005,2006-07,22,NJD,NHL,82,31,31,62,-3.0,30,22.0,9.0,0.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/parisza01-2020.jpg
116,Leftwing,Left,Zach Parise,2005-20,17,382,Active,2005,2007-08,23,NJD,NHL,81,32,33,65,13.0,25,21.0,10.0,1.0,8.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/parisza01-2020.jpg
116,Leftwing,Left,Zach Parise,2005-20,17,382,Active,2005,2008-09,24,NJD,NHL,82,45,49,94,30.0,24,31.0,14.0,0.0,8.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/parisza01-2020.jpg
116,Leftwing,Left,Zach Parise,2005-20,17,382,Active,2005,2009-10,25,NJD,NHL,81,38,44,82,24.0,32,28.0,9.0,1.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/parisza01-2020.jpg
116,Leftwing,Left,Zach Parise,2005-20,17,382,Active,2005,2010-11,26,NJD,NHL,13,3,3,6,-1.0,6,3.0,0.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/parisza01-2020.jpg
116,Leftwing,Left,Zach Parise,2005-20,17,382,Active,2005,2011-12,27,NJD,NHL,82,31,38,69,-5.0,32,21.0,7.0,3.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/parisza01-2020.jpg
116,Leftwing,Left,Zach Parise,2005-20,17,382,Active,2005,2012-13,28,MIN,NHL,48,18,20,38,2.0,16,11.0,7.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/parisza01-2020.jpg
116,Leftwing,Left,Zach Parise,2005-20,17,382,Active,2005,2013-14,29,MIN,NHL,67,29,27,56,10.0,30,14.0,14.0,1.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/parisza01-2020.jpg
116,Leftwing,Left,Zach Parise,2005-20,17,382,Active,2005,2014-15,30,MIN,NHL,74,33,29,62,21.0,41,22.0,11.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/parisza01-2020.jpg
116,Leftwing,Left,Zach Parise,2005-20,17,382,Active,2005,2015-16,31,MIN,NHL,70,25,28,53,-3.0,36,18.0,7.0,0.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/parisza01-2020.jpg
116,Leftwing,Left,Zach Parise,2005-20,17,382,Active,2005,2016-17,32,MIN,NHL,69,19,23,42,-3.0,30,13.0,6.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/parisza01-2020.jpg
116,Leftwing,Left,Zach Parise,2005-20,17,382,Active,2005,2017-18,33,MIN,NHL,42,15,9,24,0.0,14,13.0,2.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/parisza01-2020.jpg
116,Leftwing,Left,Zach Parise,2005-20,17,382,Active,2005,2018-19,34,MIN,NHL,74,28,33,61,-2.0,26,18.0,10.0,0.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/parisza01-2020.jpg
116,Leftwing,Left,Zach Parise,2005-20,17,382,Active,2005,2019-20,35,MIN,NHL,61,21,16,37,-14.0,8,9.0,11.0,1.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/parisza01-2020.jpg
118,Leftwing,Left,Ted Lindsay,1944-65,23,379,Retired,1944,1959-60,34,CBH,NHL,68,7,19,26,-1.0,91,7.0,0.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindste01.jpg
118,Leftwing,Left,Ted Lindsay,1944-65,23,379,Retired,1944,1964-65,39,DET,NHL,69,14,14,28,10.0,173,13.0,1.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindste01.jpg
120,Rightwing,Right,Corey Perry,2005-20,17,377,Active,2005,2005-06,20,MDA,NHL,56,13,12,25,1.0,50,9.0,4.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perryco01-2020.jpg
120,Rightwing,Right,Corey Perry,2005-20,17,377,Active,2005,2006-07,21,ANA,NHL,82,17,27,44,12.0,55,13.0,4.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perryco01-2020.jpg
120,Rightwing,Right,Corey Perry,2005-20,17,377,Active,2005,2007-08,22,ANA,NHL,70,29,25,54,12.0,108,18.0,11.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perryco01-2020.jpg
120,Rightwing,Right,Corey Perry,2005-20,17,377,Active,2005,2008-09,23,ANA,NHL,78,32,40,72,10.0,109,22.0,10.0,0.0,8.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perryco01-2020.jpg
120,Rightwing,Right,Corey Perry,2005-20,17,377,Active,2005,2009-10,24,ANA,NHL,82,27,49,76,0.0,111,20.0,6.0,1.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perryco01-2020.jpg
120,Rightwing,Right,Corey Perry,2005-20,17,377,Active,2005,2010-11,25,ANA,NHL,82,50,48,98,9.0,104,32.0,14.0,4.0,11.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perryco01-2020.jpg
120,Rightwing,Right,Corey Perry,2005-20,17,377,Active,2005,2011-12,26,ANA,NHL,80,37,23,60,-7.0,127,22.0,14.0,1.0,6.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perryco01-2020.jpg
120,Rightwing,Right,Corey Perry,2005-20,17,377,Active,2005,2012-13,27,ANA,NHL,44,15,21,36,10.0,72,10.0,5.0,0.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perryco01-2020.jpg
120,Rightwing,Right,Corey Perry,2005-20,17,377,Active,2005,2013-14,28,ANA,NHL,81,43,39,82,32.0,65,35.0,8.0,0.0,9.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perryco01-2020.jpg
120,Rightwing,Right,Corey Perry,2005-20,17,377,Active,2005,2014-15,29,ANA,NHL,67,33,22,55,13.0,67,29.0,4.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perryco01-2020.jpg
120,Rightwing,Right,Corey Perry,2005-20,17,377,Active,2005,2015-16,30,ANA,NHL,82,34,28,62,2.0,68,22.0,12.0,0.0,6.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perryco01-2020.jpg
120,Rightwing,Right,Corey Perry,2005-20,17,377,Active,2005,2016-17,31,ANA,NHL,82,19,34,53,2.0,76,14.0,5.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perryco01-2020.jpg
120,Rightwing,Right,Corey Perry,2005-20,17,377,Active,2005,2017-18,32,ANA,NHL,71,17,32,49,-4.0,71,13.0,4.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perryco01-2020.jpg
120,Rightwing,Right,Corey Perry,2005-20,17,377,Active,2005,2018-19,33,ANA,NHL,31,6,4,10,-16.0,27,4.0,2.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perryco01-2020.jpg
120,Rightwing,Right,Corey Perry,2005-20,17,377,Active,2005,2019-20,34,DAL,NHL,50,5,14,19,-2.0,64,4.0,1.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perryco01-2020.jpg
121,Rightwing,Right,Milan Hejduk,1998-13,17,375,Retired,1998,1998-99,22,COL,NHL,82,14,34,48,8.0,26,10.0,4.0,0.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hejdumi01.jpg
121,Rightwing,Right,Milan Hejduk,1998-13,17,375,Retired,1998,1999-00,23,COL,NHL,82,36,36,72,14.0,16,23.0,13.0,0.0,9.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hejdumi01.jpg
121,Rightwing,Right,Milan Hejduk,1998-13,17,375,Retired,1998,2000-01,24,COL,NHL,80,41,38,79,32.0,36,28.0,12.0,1.0,9.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hejdumi01.jpg
121,Rightwing,Right,Milan Hejduk,1998-13,17,375,Retired,1998,2001-02,25,COL,NHL,62,21,23,44,0.0,24,13.0,7.0,1.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hejdumi01.jpg
121,Rightwing,Right,Milan Hejduk,1998-13,17,375,Retired,1998,2002-03,26,COL,NHL,82,50,48,98,52.0,32,32.0,18.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hejdumi01.jpg
121,Rightwing,Right,Milan Hejduk,1998-13,17,375,Retired,1998,2003-04,27,COL,NHL,82,35,40,75,19.0,20,19.0,16.0,0.0,6.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hejdumi01.jpg
121,Rightwing,Right,Milan Hejduk,1998-13,17,375,Retired,1998,2005-06,29,COL,NHL,74,24,34,58,13.0,24,9.0,14.0,1.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hejdumi01.jpg
121,Rightwing,Right,Milan Hejduk,1998-13,17,375,Retired,1998,2006-07,30,COL,NHL,80,35,35,70,10.0,44,22.0,12.0,1.0,6.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hejdumi01.jpg
121,Rightwing,Right,Milan Hejduk,1998-13,17,375,Retired,1998,2007-08,31,COL,NHL,77,29,25,54,8.0,36,20.0,8.0,1.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hejdumi01.jpg
121,Rightwing,Right,Milan Hejduk,1998-13,17,375,Retired,1998,2008-09,32,COL,NHL,82,27,32,59,-19.0,16,16.0,10.0,1.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hejdumi01.jpg
121,Rightwing,Right,Milan Hejduk,1998-13,17,375,Retired,1998,2009-10,33,COL,NHL,56,23,21,44,6.0,10,15.0,8.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hejdumi01.jpg
121,Rightwing,Right,Milan Hejduk,1998-13,17,375,Retired,1998,2010-11,34,COL,NHL,71,22,34,56,-23.0,18,12.0,10.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hejdumi01.jpg
121,Rightwing,Right,Milan Hejduk,1998-13,17,375,Retired,1998,2011-12,35,COL,NHL,81,14,23,37,-12.0,14,8.0,6.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hejdumi01.jpg
121,Rightwing,Right,Milan Hejduk,1998-13,17,375,Retired,1998,2012-13,36,COL,NHL,29,4,7,11,-7.0,0,2.0,2.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hejdumi01.jpg
122,Centre,Left,Butch Goring,1969-85,18,375,Retired,1969,1969-70,20,LAK,NHL,59,13,23,36,-16.0,8,11.0,2.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
122,Centre,Left,Butch Goring,1969-85,18,375,Retired,1969,1970-71,21,LAK,NHL,19,2,5,7,5.0,2,2.0,0.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
122,Centre,Left,Butch Goring,1969-85,18,375,Retired,1969,1971-72,22,LAK,NHL,74,21,29,50,-11.0,2,18.0,3.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
122,Centre,Left,Butch Goring,1969-85,18,375,Retired,1969,1972-73,23,LAK,NHL,67,28,31,59,0.0,2,23.0,4.0,1.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
122,Centre,Left,Butch Goring,1969-85,18,375,Retired,1969,1973-74,24,LAK,NHL,70,28,33,61,1.0,2,20.0,5.0,3.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
122,Centre,Left,Butch Goring,1969-85,18,375,Retired,1969,1974-75,25,LAK,NHL,60,27,33,60,26.0,6,18.0,6.0,3.0,7.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
122,Centre,Left,Butch Goring,1969-85,18,375,Retired,1969,1975-76,26,LAK,NHL,80,33,40,73,0.0,8,23.0,5.0,5.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
122,Centre,Left,Butch Goring,1969-85,18,375,Retired,1969,1976-77,27,LAK,NHL,78,30,55,85,10.0,6,17.0,13.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
122,Centre,Left,Butch Goring,1969-85,18,375,Retired,1969,1977-78,28,LAK,NHL,80,37,36,73,-4.0,2,25.0,9.0,3.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
122,Centre,Left,Butch Goring,1969-85,18,375,Retired,1969,1978-79,29,LAK,NHL,80,36,51,87,-20.0,16,19.0,13.0,4.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
122,Centre,Left,Butch Goring,1969-85,18,375,Retired,1969,1979-80,30,TOT,NHL,81,26,53,79,-13.0,14,22.0,3.0,1.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
122,Centre,Left,Butch Goring,1969-85,18,375,Retired,1969,1979-80,30,LAK,NHL,69,20,48,68,-20.0,12,18.0,2.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
122,Centre,Left,Butch Goring,1969-85,18,375,Retired,1969,1979-80,30,NYI,NHL,12,6,5,11,7.0,2,5.0,0.0,1.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
122,Centre,Left,Butch Goring,1969-85,18,375,Retired,1969,1980-81,31,NYI,NHL,78,23,37,60,4.0,0,18.0,4.0,1.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
122,Centre,Left,Butch Goring,1969-85,18,375,Retired,1969,1981-82,32,NYI,NHL,67,15,17,32,-3.0,10,9.0,1.0,5.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
122,Centre,Left,Butch Goring,1969-85,18,375,Retired,1969,1982-83,33,NYI,NHL,75,19,20,39,9.0,8,12.0,2.0,5.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
122,Centre,Left,Butch Goring,1969-85,18,375,Retired,1969,1983-84,34,NYI,NHL,71,22,24,46,6.0,8,17.0,0.0,5.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
122,Centre,Left,Butch Goring,1969-85,18,375,Retired,1969,1984-85,35,TOT,NHL,68,15,26,41,-20.0,8,10.0,2.0,3.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
122,Centre,Left,Butch Goring,1969-85,18,375,Retired,1969,1984-85,35,NYI,NHL,29,2,5,7,-12.0,2,1.0,0.0,1.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
122,Centre,Left,Butch Goring,1969-85,18,375,Retired,1969,1984-85,35,BOS,NHL,39,13,21,34,-8.0,6,9.0,2.0,2.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
123,Rightwing,Right,Trevor Linden,1988-08,22,375,Retired,1988,1988-89,18,VAN,NHL,80,30,29,59,-10.0,41,19.0,10.0,1.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,Rightwing,Right,Trevor Linden,1988-08,22,375,Retired,1988,1989-90,19,VAN,NHL,73,21,30,51,-17.0,43,13.0,6.0,2.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,Rightwing,Right,Trevor Linden,1988-08,22,375,Retired,1988,1990-91,20,VAN,NHL,80,33,37,70,-25.0,65,15.0,16.0,2.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,Rightwing,Right,Trevor Linden,1988-08,22,375,Retired,1988,1991-92,21,VAN,NHL,80,31,44,75,3.0,101,24.0,6.0,1.0,6.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,Rightwing,Right,Trevor Linden,1988-08,22,375,Retired,1988,1992-93,22,VAN,NHL,84,33,39,72,19.0,64,25.0,8.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,Rightwing,Right,Trevor Linden,1988-08,22,375,Retired,1988,1993-94,23,VAN,NHL,84,32,29,61,6.0,73,20.0,10.0,2.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,Rightwing,Right,Trevor Linden,1988-08,22,375,Retired,1988,1994-95,24,VAN,NHL,48,18,22,40,-5.0,40,9.0,9.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,Rightwing,Right,Trevor Linden,1988-08,22,375,Retired,1988,1995-96,25,VAN,NHL,82,33,47,80,6.0,42,20.0,12.0,1.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,Rightwing,Right,Trevor Linden,1988-08,22,375,Retired,1988,1996-97,26,VAN,NHL,49,9,31,40,5.0,27,5.0,2.0,2.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,Rightwing,Right,Trevor Linden,1988-08,22,375,Retired,1988,1997-98,27,TOT,NHL,67,17,21,38,-14.0,82,10.0,5.0,2.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,Rightwing,Right,Trevor Linden,1988-08,22,375,Retired,1988,1997-98,27,VAN,NHL,42,7,14,21,-13.0,49,5.0,2.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,Rightwing,Right,Trevor Linden,1988-08,22,375,Retired,1988,1997-98,27,NYI,NHL,25,10,7,17,-1.0,33,5.0,3.0,2.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,Rightwing,Right,Trevor Linden,1988-08,22,375,Retired,1988,1998-99,28,NYI,NHL,82,18,29,47,-14.0,32,9.0,8.0,1.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,Rightwing,Right,Trevor Linden,1988-08,22,375,Retired,1988,1999-00,29,MTL,NHL,50,13,17,30,-3.0,34,9.0,4.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,Rightwing,Right,Trevor Linden,1988-08,22,375,Retired,1988,2000-01,30,TOT,NHL,69,15,22,37,0.0,60,9.0,6.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,Rightwing,Right,Trevor Linden,1988-08,22,375,Retired,1988,2000-01,30,MTL,NHL,57,12,21,33,-2.0,52,6.0,6.0,0.0,3.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,Rightwing,Right,Trevor Linden,1988-08,22,375,Retired,1988,2000-01,30,WSH,NHL,12,3,1,4,2.0,8,3.0,0.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,Rightwing,Right,Trevor Linden,1988-08,22,375,Retired,1988,2001-02,31,TOT,NHL,80,13,24,37,-5.0,71,10.0,3.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,Rightwing,Right,Trevor Linden,1988-08,22,375,Retired,1988,2001-02,31,WSH,NHL,16,1,2,3,-2.0,6,0.0,1.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,Rightwing,Right,Trevor Linden,1988-08,22,375,Retired,1988,2001-02,31,VAN,NHL,64,12,22,34,-3.0,65,10.0,2.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,Rightwing,Right,Trevor Linden,1988-08,22,375,Retired,1988,2002-03,32,VAN,NHL,71,19,22,41,-1.0,30,14.0,4.0,1.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,Rightwing,Right,Trevor Linden,1988-08,22,375,Retired,1988,2003-04,33,VAN,NHL,82,14,22,36,-6.0,26,10.0,4.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,Rightwing,Right,Trevor Linden,1988-08,22,375,Retired,1988,2005-06,35,VAN,NHL,82,7,9,16,3.0,15,5.0,1.0,1.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,Rightwing,Right,Trevor Linden,1988-08,22,375,Retired,1988,2006-07,36,VAN,NHL,80,12,13,25,-6.0,34,7.0,5.0,0.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,Rightwing,Right,Trevor Linden,1988-08,22,375,Retired,1988,2007-08,37,VAN,NHL,59,7,5,12,0.0,15,5.0,0.0,2.0,1.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
124,Leftwing,Right,Thomas Vanek,2005-19,16,373,Retired,2005,2005-06,22,BUF,NHL,81,25,23,48,-11.0,72,14.0,11.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vanekth01-2015.jpg
124,Leftwing,Right,Thomas Vanek,2005-19,16,373,Retired,2005,2006-07,23,BUF,NHL,82,43,41,84,47.0,40,28.0,15.0,0.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vanekth01-2015.jpg
124,Leftwing,Right,Thomas Vanek,2005-19,16,373,Retired,2005,2007-08,24,BUF,NHL,82,36,28,64,-5.0,64,17.0,19.0,0.0,9.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vanekth01-2015.jpg
124,Leftwing,Right,Thomas Vanek,2005-19,16,373,Retired,2005,2008-09,25,BUF,NHL,73,40,24,64,-1.0,44,18.0,20.0,2.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vanekth01-2015.jpg
124,Leftwing,Right,Thomas Vanek,2005-19,16,373,Retired,2005,2009-10,26,BUF,NHL,71,28,25,53,9.0,42,18.0,10.0,0.0,6.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vanekth01-2015.jpg
124,Leftwing,Right,Thomas Vanek,2005-19,16,373,Retired,2005,2010-11,27,BUF,NHL,80,32,41,73,2.0,24,21.0,11.0,0.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vanekth01-2015.jpg
124,Leftwing,Right,Thomas Vanek,2005-19,16,373,Retired,2005,2011-12,28,BUF,NHL,78,26,35,61,-6.0,52,16.0,10.0,0.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vanekth01-2015.jpg
124,Leftwing,Right,Thomas Vanek,2005-19,16,373,Retired,2005,2012-13,29,BUF,NHL,38,20,21,41,-1.0,20,10.0,9.0,1.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vanekth01-2015.jpg
124,Leftwing,Right,Thomas Vanek,2005-19,16,373,Retired,2005,2013-14,30,TOT,NHL,78,27,41,68,7.0,46,19.0,8.0,0.0,4.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vanekth01-2015.jpg
124,Leftwing,Right,Thomas Vanek,2005-19,16,373,Retired,2005,2013-14,30,BUF,NHL,13,4,5,9,-5.0,4,3.0,1.0,0.0,0.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vanekth01-2015.jpg
124,Leftwing,Right,Thomas Vanek,2005-19,16,373,Retired,2005,2013-14,30,NYI,NHL,47,17,27,44,4.0,34,12.0,5.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vanekth01-2015.jpg
124,Leftwing,Right,Thomas Vanek,2005-19,16,373,Retired,2005,2013-14,30,MTL,NHL,18,6,9,15,8.0,8,4.0,2.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vanekth01-2015.jpg
124,Leftwing,Right,Thomas Vanek,2005-19,16,373,Retired,2005,2014-15,31,MIN,NHL,80,21,31,52,-6.0,37,16.0,5.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vanekth01-2015.jpg
124,Leftwing,Right,Thomas Vanek,2005-19,16,373,Retired,2005,2015-16,32,MIN,NHL,74,18,23,41,-10.0,22,12.0,6.0,0.0,5.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vanekth01-2015.jpg
124,Leftwing,Right,Thomas Vanek,2005-19,16,373,Retired,2005,2016-17,33,TOT,NHL,68,17,31,48,-5.0,22,12.0,5.0,0.0,2.0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vanekth01-2015.jpg
